	text	label
605	you know like when the tv doesnt work you give it a hard hit and then its all better	1
606	how in the hell did we go from this to being afraid of offending muslims	1
607	dont drink with him he cant hold his liouor	0
608	wanna race sure first one to the tree	0
609	how to get a black guy to see his baby	1
610	meanwhile at the isis strip club	0
611	after group sex mohammed is very tired	1
612	they stole ma chickin i stole their life	1
613	bravery at its finest	0
614	yall kids claims to be victims of slavery when we were the ones who lived it	0
615	youre gay thats a lifestyle choice by which i mean i hate you for being gay	1
616	having a romantice night in can help keep the relationship alive	0
617	goatfuckers	1
618	bruce jenners cat	1
619	when i grow up im going to blow up	1
620	the only white man that i trust for about 15 seconds	1
621	these were the men protesting there right	0
622	how to get a black guy to see his baby	1
623	first gay pride parade cant wait making history	1
624	when you have 3 choco puffs left in your cereal bowl	1
625	i am sikh and tired of being called muslim were the 711 people not the 911 people	1
626	when i try to fit in with other people	0
627	the cat slipped and fell into the toilet i was pushed	0
628	largemouth bass largemouthed ass	0
629	even though our people make it hard for us to help them we still love em because we know they were conditioned to be this way	0
630	oh god i did it again	0
631	when you realize that ginger is just the nword rearranged	1
632	if there is no race it cant be homicide	1
633	its a simple grammar question leeroy what cames at the end of a sentence parole	1
634	hurry up son the owner is coming	1
635	horses dont see black or white people they just see food	0
636	dishwasher for sale missing parts	1
637	group of people rescued from medditaranian sea by italian coast guard	0
638	never forget you said i am the proof you have forgotten	0
639	someone added to much soap to the dishwasher again	1
640	when fat white girls sit on the toilet	1
641	this is my hobby to work on car engines	0
642	young muslim woman in a hijab stands at the doorway	0
643	please help these kids locate their father	0
644	mom this horse smells funny	1
645	old people at weddings always poke me and say youre next so i started doing the same thing to them at funerals	0
646	when you have to race to see who gets to the playground quicker	0
647	only in america could these people consider themselves the master race	0
648	what it looks like when cancer gets aids	1
649	when youre having a good day then remember that blck people are living better than you off your tax dollars	1
650	close your eyes 50 youll see both of the pics are similar	0
651	what we do in our bedroom is none of your business which is why we have parades that block traffic and force you to see examples of what we do in our bedroom	0
652	me getting euthanized	0
653	i was raped in jail mom dad takes monopoly way too seriously	0
654	great at making martinis terrible at stealing tambourines	0
655	hey i just met you and this is crazy i forgot the condom so anal maybe	0
656	dont ever lie to me if you tell me the truth no matter how fucked up it is ill respect you more	0
657	when your asked about the feature film and you get this look all right then keep your secrets	0
658	showing the kids you can do it too	0
659	well judge made me do it all remember it was me who first said was kenyan	0
660	ocean brought to shore this shoe from a refugee	0
661	i cant wait to name you some dumb shit nobody can pronounce	0
662	what women think theyll do when the economy collapses vs what theyll actually do	1
663	official muslim refugee checkpoint	1
664	hello there	0
665	me puts bag of popcorn into the microwave everyone at the senior center	0
666	confirmed lynch told the fbi to drop the investigation against hillary	0
667	when you give him literally one job and hes somehow forgotten	0
668	when youve waited 40 years to be king but your mother refuses to die	0
669	that face she makes when ahmed hits the gspot	0
670	democrats ilhan omar alexandria ocasiocortez ayanna pressley rashida tlais were new bold and we hate you we hate whites jews christians conservatives republicans	0
671	dear dad i did it without you love the daughter you left behind	0
672	its not a hijab its a diaper for people with shit for brains	1
673	isaak grandmaster of spectre burning some flatties on a tuesday	0
674	when you can be confident and love yourself no matter your skin condition	0
675	i only wear silk panties cotton ones remind me of slavery	1
676	all you motherfuckers love a petty offensive page until that same petty page offends your mother fucking ass	0
677	when god grants you a child after 20 years of your marriage and israel bombs him few years later	1
678	all these flavors and you choose to be salty	0
679	when you forget youre retarded	1
680	turn up for what	0
681	help me please im stuck in this dryer and cant get out	0
682	mom wont let me use the oven with my jewish friends	1
683	when youre the gay friend and also the meme lord	0
684	summers here lets swim	0
685	without the wall copied to clipboard this is what we get	0
686	old ugly mexican granny wanna be light skinned bitch black bags under eyes the makeup doesnt even cover it up fucken old hag	1
687	just for control ne this is my current mood	0
688	want to party yeah im down	0
689	whats the best thing about a blowjob the 10 minutes of silence	0
