	text	category
556	what! no i am not asian	0
557	obama voters	0
558	when she hits you with the super sloppy 2 handed mctwist while making eye contact and calling you daddy and you just go full autistic	1
559	after smelling that home cooked meal	0
560	bosses be like when you coming in?	0
561	don't know how to deal with black people but i guess i'll take a shot at it	1
562	"""oh no hundreds of white people: years of culture is being destroyed"" all other reaces: first time?"	0
563	its a 3-day weekend pace yourself	0
564	"some crazy rez girls be like: ""if you ever leave me, i'll punch myself in the face and tell cops you did it"""	0
565	african kids dancing and celebrating	0
566	one of the most brillant minds in science	0
567	it's time to stop this	0
568	fuck the enemy so hard their eyebrows bleed	0
569	why isn't my drain working? probably cause the pipe's black	1
570	all part of satan's plan. the anti christ will come from this	0
571	actually retard, the muslims aren't the problem the problem is that pussies are stopping us from killing the muslims	1
572	weeeee! im back home	0
573	"""why do you have to punch a hole in the wall when you get upset?"" white guys: it defines who i am"	1
574	run along now felicia you don't want to miss the water truck.....ya thirsty bitch	0
575	--and if anything happens, the women are to blame -- that's right, it's their fault, definitely	0
576	when you see another black person getting their ass whipped by the cops stop breaking the law	1
577	"we used to have safe neighborhoods now we have ""diversity"""	0
578	when you enter the womens restroom by mistake	0
579	dressed for sundays best	0
580	this steak is so black it stole my television	1
581	broken dishwasher for sale or rent	0
582	what does a baby from auschwitz look like?	0
583	wing wing wing herro? thats racist	1
584	cumshot on jewish girl face - 1943	1
585	conjoined twins abby and brittany	0
586	when u tryin to be cute but she gotta make everything sexual	0
587	being disabled doesn't stop me	0
588	going on vacation vs going back to work	0
589	am i hearing the american people correctly you want to hand over all your means of protection and make it easier for terrorists to come into the country? gotcha!	0
590	democrats claim daca kids shouldn't t have to pay for their parent's crimes.. ...but white people are still responsible for 17th century slave owners??	0
591	well let me tell you something brother fuck niccfps	1
592	ford owner blew a rod wasnt talking about his engine	0
593	this offends me ban them do you agree?	0
594	you funny mother fucker you!!	0
595	one day, long, long ago, there lived a woman who did not whine, nag or bitch. but it was a long time ago, and it was just one day. ~the end~	1
596	the look on your face after killing someone!	0
597	that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow	0
598	"""where you can get with that bull shit what is "" fuck outta here"" correct"	0
599	a muslim in congress wants to get rid of homeland security let that sink in! 18 years after 9/11 and this is where we are at?	1
600	when the plantation owner trades you for a tractor w.t.f!!!	1
601	ps4 playstation' vr required food simulator 18 18	0
602	black men latin men asian men white men	0
603	i'm awesome on the piano but i suck at singing	0
604	it's okay honey,we stole what we could and we'll live way better than the fools who voted for us	0
605	when each letter is a mental disorder	1
606	"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass"	1
607	people will do shit like this but lock their door when someone sketchy walk by	0
608	i just ran over nancy pelosi you're welcome	0
609	new military drone to fight isis it explodes on penatration	0
610	stop the racism.. we were all white once..	0
611	the black ranger do you really think they were just talking about his costume? your argument it's completely valid!	0
612	i don't like the sun so i wear a visor	0
613	meanwhile at the isis strip club	0
614	first they laugh then they imitate	0
615	they stole ma chickin i stole their life	0
616	"musslamic democrat ilhan omar, has threatened members of congress she's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture"" share to say arrest her now!"	0
617	muslims in 2001 defund homeland security! muslim in congress 2019	1
618	i got 99 problems and chromosomes are one	1
619	sweden 2050 the muslim and african hordes execute the last real swede	1
620	i played baseball with a bunch of orphans yesterday. i won, because none of them knew where home was	1
621	when someone accuses you of being racist, but they don't realize you have a black friend i know someone	0
622	there's no shame in having pride in who you are	0
623	when your boss volunteers you for the next suicide bombing	0
624	"""it's time for us to impeach this president"" ilhan omar should president trump be impeached?"	0
625	there's so much white trash in this picture i barely know where to start!	1
626	honestly i'm probably single because.. i never forwarded those chain messages in 2008	0
627	"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already"""	1
628	"""judgement day will not come until the muslims fight the jews and kill them"	1
629	what's the difference between a jew and a pizza a pizza doesn't scream in the oven	1
630	to see better, asians sometimes switch to fullscreen view	1
631	no more excuses let's go out and celebrate	0
632	don't blame people for disappointing you blame yourself for trusting them	0
633	mohammed was a pedophile and a rapist true story	1
634	wow they are upset	0
635	"""do you have a moment to talk about bacon?"""	0
636	i got some  down bitches i can call	0
637	men can be frustrating why can't i ever get a date i'm so lonely	0
638	black people anything that doesn't belong to them	0
639	time to kill some motherfuckers!!	0
640	by cutting off their hands leopold ii of belgium massacred millions of africans	0
641	lawn darts muslim style	0
642	when i grow up i want to be a doctor	0
643	promises trump is going to be arrested gets arrested the day after it's confirmed trump isn't going to be arrested	0
644	fuck tryin' to please people that can't be pleased life is too short!	0
645	islam is the religion of peace! don't believe me? then i will blow you up	1
646	last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen	0
647	we demand more sancuary cities for refugees! you would want the same for yourself!	0
