text	category
i'm awesome on the piano but i suck at singing	0
it's okay honey,we stole what we could and we'll live way better than the fools who voted for us	0
when each letter is a mental disorder	1
"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too you f'n jackass"	1
people will do shit like this but lock their door when someone sketchy walk by	0
i just ran over nancy pelosi you're welcome	0
new military drone to fight isis it explodes on penatration	0
stop the racism.. we were all white once..	0
the black ranger do you really think they were just talking about his costume? your argument it's completely valid!	0
i don't like the sun so i wear a visor	0
meanwhile at the isis strip club	0
first they laugh then they imitate	0
they stole ma chickin i stole their life	0
"musslamic democrat ilhan omar, has threatened members of congress she's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture"" share to say arrest her now!"	0
muslims in 2001 defund homeland security! muslim in congress 2019	1
i got 99 problems and chromosomes are one	1
sweden 2050 the muslim and african hordes execute the last real swede	1
i played baseball with a bunch of orphans yesterday. i won, because none of them knew where home was	1
when someone accuses you of being racist, but they don't realize you have a black friend i know someone	0
there's no shame in having pride in who you are	0
when your boss volunteers you for the next suicide bombing	0
"""it's time for us to impeach this president"" ilhan omar should president trump be impeached?"	0
there's so much white trash in this picture i barely know where to start!	1
honestly i'm probably single because.. i never forwarded those chain messages in 2008	0
"""they can try removin this flag"" (dog) ""it cant be that hard, half the trailer park has already"""	1
"""judgement day will not come until the muslims fight the jews and kill them"	1
what's the difference between a jew and a pizza a pizza doesn't scream in the oven	1
to see better, asians sometimes switch to fullscreen view	1
no more excuses let's go out and celebrate	0
don't blame people for disappointing you blame yourself for trusting them	0
mohammed was a pedophile and a rapist true story	1
wow they are upset	0
"""do you have a moment to talk about bacon?"""	0
i got some  down bitches i can call	0
men can be frustrating why can't i ever get a date i'm so lonely	0
black people anything that doesn't belong to them	0
time to kill some motherfuckers!!	0
by cutting off their hands leopold ii of belgium massacred millions of africans	0
lawn darts muslim style	0
when i grow up i want to be a doctor	0
promises trump is going to be arrested gets arrested the day after it's confirmed trump isn't going to be arrested	0
fuck tryin' to please people that can't be pleased life is too short!	0
islam is the religion of peace! don't believe me? then i will blow you up	1
last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen	0
we demand more sancuary cities for refugees! you would want the same for yourself!	0
theory of everything imdb 7.7/10	0
soybeaner fest 2019!!!! coming to a farm near you!!! if facebook allows it	0
wait , mohammad come back!! i didn't mean to laugh, your haircut looks great!	0
guns don't kill people clintons kill people	0
muslims treat women like dogs & liberals don't dare speak up they're too busy bashing christians	1
"""life hack #23 how to get stoned with no weed"""	0
i don't understand your specific kind of stupid. but i do admire your total commitment to it	0
so the military is doing its job, but not getting paid. and congress is not doing its job, but getting paid?	0
i have suddenly forgotten how to swim	0
been talking shit about trump since day one. now crying like bitches after getting called out	0
put the money in a bag. now! that will be $0.15	0
"""never forget"" - you said.. i am the proof you have forgotten"	0
we want sharia law !! well.... go home	0
child homelessness is the new issue in america	0
went gay clubbing with some friends turns out out they were expecting something very different	0
we shouldn't just study civics in high school we should study other cars, too	0
chevy guys be like we just got done muddin' ford guys be like we just got done muddin'	0
so i was going down on my grandma the other night, and i tasted horse semen i stopped for a second and thought to myself:is this how she died	1
even i can see duke sucks	0
only 30's kids will remember this	0
hahaha fucking idiot	0
puts an intern under his desk impeachment proceedings for lying under oath bends an entire nation over his desk placed on a pedestal by liberals and the media	0
i'm voting for trump whitetrash lives matter the hoosier state	1
earth's most endangered species white children	0
to all you salt water whiteback supremacists... ...your uber is here!!!	1
