	Unnamed: 0	text	label
2260	2260	is my smile creeping you out? you need to tell me if my smile is creeping you out	0
4657	4657	don't shoot im unarmed	0
3785	3785	motor neurone awards 2018 winner- best t-rex impression	1
6814	6814	you cannot invade the trailer park there will be a dumpster-defend with a yeet cannon behind every door!	0
6460	6460	how to remember kid in hot car keep 2nd road beer with them	0
2521	2521	that face she makes when ahmed hits the g-spot	1
7259	7259	when your teacher roasts you and your homie but he doesn't know about the bomb that's going off in 2 mins	0
4464	4464	if you havin' road problems i feel bad for you son i got 99 problems but this ditch aint one	0
1877	1877	here's all 3 shooters... the garlic festival, el paso and dayton ...eerily similar in looks. are you awake yet?	0
5072	5072	my black boy friend	0
6376	6376	if theres even one homeless child in america we have no room for illegal aliens	0
9014	514	the nazis had a toxic hate culture	0
4088	4088	let them pursue their happiness	0
7759	7759	gravity? never heard of it	0
7640	7640	this goat is so raw muslims are trying to fuck it!!	1
8556	56	under the name of multiculturalism we let terrorist into this country	1
7455	7455	survey: are you gay or straight? me: lidentify. as tired. i'm just tired	0
6171	6171	fuck that puto!	0
1185	1185	has an orgasm... ...shoots out tranny fluid	1
8016	8016	when you catch your goat with another man	0
5199	5199	i am surprised to see you	0
5433	5433	until i invented the internet there was no medium for widespread, theatrical, self-affirming expressions of moral superiority	0
6470	6470	"if you shouted ""lock her up"" & aren't now shouting ""lock him up"".. you might be a hypocrite"	0
8043	8043	mexico first america last	0
2524	2524	him:	0
4499	4499	it was gonna jump! i'm holdin' it back!	0
2715	2715	i know you're lying.. but continue.	0
4747	4747	that's why we bomb you	0
4494	4494	honor killings are part of our culture well then, it will be my honor to kill you all	0
3169	3169	putting this on the fridge to look at every time go get a snack i don't need you could have easily lost tirty pounds tis munt	0
1477	1477	i only wear silk panties cotton ones remind me of slavery	1
828	828	there are three types of girls	0
583	583	wing wing wing herro? thats racist	1
5142	5142	my dog loves the attention	0
3711	3711	that look when your father sells you for a goat	0
5411	5411	running for school	0
1716	1716	oi are you looking at me?	0
242	242	when your fifth pet eats food from another guys hand	0
3408	3408	we'll kill you over some trivial shit then fucking mock your dying words	1
8416	8416	when a white person tells you happy cinco de mayo but you know deep in their heart they want you deported. f u c k e r	1
3559	3559	love old trucks think everyone should have one	0
2854	2854	white trash go to hell trump fuck donald trump	1
4142	4142	i may not be a smart man ilhan but i know what a jew-hating islamist sounds like	1
5058	5058	hope and change i built that	0
81	81	"what if i told you that you cant ""tolerate"" a person who agrees with you? """	0
8909	409	1st day of 4th grade sandy hook elementary school	1
1305	1305	gets mad about film portraying muslims as murderous savages responds by being a murdering savage	1
1547	1547	handjobs sold seperately	0
671	671	earth's most endangered species white children	0
2240	2240	there's so much white trash in this picture i barely know where to start!	1
3581	3581	i got arrested for punching this guy at a new years party. when you hear an arab counting down from ten your instincts kick in	1
1952	1952	what's worse than a female driver?	1
3362	3362	socialism. . ...people line up waiting for bread. capitalism.. ...bread is lined up waiting for people. see the difference	0
3320	3320	i have a dream that one day my people will not act like animals	0
8639	139	coffee isn't helping get the jumper cables	0
4942	4942	"""if that fuckin bastard wins, we're all going to hang g from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"	0
4080	4080	you know you're getting older when you walk by 3 priests and don't even get a look	0
46	46	we need problem solvers not racist and religious bigots in office	0
3272	3272	death to all muslims	1
977	977	slipped and hit the bathtub now everyone is asking if things are okay at home	0
613	613	meanwhile at the isis strip club	0
3208	3208	when an indian goes for walk with his dog	0
8498	8498	having a bad day? you could be a siamese twin attached to a gay brother who has a date and you're the only one with an ass	1
3880	3880	how to get a black guy to see his baby	0
6859	6859	i'm not racist drug dealer is black	1
1921	1921	being a preadtor is not love this is love	0
3563	3563	a group of baboons is called a congress it's all clear to me now	0
4647	4647	i hate when i see a black out in my neighborhood but i still offer my neighbors a candle	0
1471	1471	im long and strong and down to get the goat hump on	1
8565	65	i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof	1
5317	5317	healthcare for muslims	1
738	738	"some noise"" and she start screaming when you at a concert with ya girl and the dj says ""all my single ladies make"	0
4592	4592	knowing white people he's probably the father	1
5329	5329	we are coming to america one way or another! we will rape, pillage, & reap havoc riot on your nation while stealing your welfare	1
5556	5556	those protestants up to no good as usual	0
6168	6168	step one: turn on the gas	0
2356	2356	converted to muslim ? why would you think that?	1
1326	1326	that face she makes when ahmed hits the g-spot	1
461	461	any girls a squirter if you sever an artery	1
161	161	congratulations it's non binary	0
6276	6276	muslims goats	0
6067	6067	big bird's species were mostly scavengers but like the turkey vulture, they would attack weakened prey	0
4468	4468	attacking a person for who they are or where they're from is an attack on their people and culture as a whole	0
8543	43	a head diaper is required when you have shit for brains	1
2400	2400	keeping your dishwasher clean will make it last longer	0
8514	14	when you have an 80 point iq but it's the highest in your village	1
408	408	both men and women sacrificed in different ways but it was all to protect their comfortable home	0
7928	7928	if jesus rode ass why do christians hate gay people?	1
5292	5292	i was gonna join the air force.. then i found my balls	0
8518	18	they don't wash their ass with water and they eat their daughters' ass	1
4149	4149	life is like a box of chocolates you never know what you're gonna get	0
2391	2391	when a girl says she is lesbian so you become trans to smash modern problems require modern solutions	1
1035	1035	first they laugh then they imitate	0
7735	7735	when did you two get married again?	0
7985	7985	humans run the world don't sleep on us	0
2294	2294	how we see dogs what dogs want to eat when dogs are in heat	0
4604	4604	mooch in his natural habit	1
2289	2289	"in 2011 trump said ""all americans are idiots"" in 2016 they proved it"	1
3004	3004	"an old man picked me up, i told him, ""kiss me and i'll turn into a princess."" he stuck me in his pocket, and i said, ""aren't you going to kiss me?""he said, ""i'm 85 years old, i'd rather have a talking frog."""	0
611	611	the black ranger do you really think they were just talking about his costume? your argument it's completely valid!	0
1602	1602	jews: *exist* hitler: there's enough goofy gas for everyone	1
4465	4465	middle eastern prostitute	1
5056	5056	i don't usually act like an asshole... ...but when i do, i'm probably fucking with someone from the shallow gene pool	0
3837	3837	i love black people, think everyone should have one	1
3188	3188	valentine in islamic countries	0
8218	8218	how cops subdue whites blacks see the night and day responses	1
6682	6682	heeeeaad shoulders wheel and frame wheel and frame	0
1585	1585	one does not simply believe it's not butter	0
5621	5621	you know like when the tv doesnt work you give it a hard hit and then its all better	1
6270	6270	how in the hell did we go from this.. to being afraid of offending muslims?!	1
7718	7718	dont drink with him he cant hold his liouor	0
6065	6065	wanna race? sure, first one to the tree	0
994	994	how to get a black guy to see his baby	1
6183	6183	meanwhile at the isis strip club	0
5702	5702	after group sex mohammed is very tired	1
187	187	they stole ma chickin i stole their life	1
5434	5434	bravery at its finest	0
103	103	y'all kids claims to be victims of slavery when we were the ones who lived it	0
6904	6904	you're gay? that's a lifestyle choice.. ...by which i mean i hate you for being gay	1
1794	1794	having a romantice night in can help keep the relationship alive	0
